"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"xdm-event-code","xdm-event-code","","","",0,*,"","","","null {[]} {[]}
","XDM EventCode","Modèle logique d'un eventCode.
Un EventCode peut contenir le code représentant : 
-  un évènement documenté (acte, traitement, diagnostic, etc…),  
-  une modalité d’acquisition, 
-  une région anatomique. ","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"xdm-event-code.eventCode","xdm-event-code.eventCode","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Cet attribut peut contenir le code représentant : • un évènement documenté (acte, traitement, diagnostic, etc…),  • une modalité d'acquisition, • une région anatomique.","Cet attribut peut contenir le code représentant : • un évènement documenté (acte, traitement, diagnostic, etc…),  • une modalité d'acquisition, • une région anatomique.","","","","","","","","","",,,,,"",,,,"xdm-event-code.eventCode",1,1,"",""
