"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"pdlgc-documentation","pdlgc-documentation","","","",0,*,"","","","null {[]} {[]}
","Documentation d'export permettant au fournisseur destinataire d'intégrer les données LGC du fournisseur sortant","Documentation d'export permettant au fournisseur destinataire d'intégrer les données LGC du fournisseur sortant","Transaction ExportArchivePortabilite","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"pdlgc-documentation.documents","pdlgc-documentation.documents","","","",1,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/Document {[]} {[]}
","Documents permettant au fournisseur destinataire d'interpréter et d'intégrer les données (dictionnaire de données, mapping, dictionnaire de terminologies propriétaures, jeu d'échantillons)","Documents permettant au fournisseur destinataire d'interpréter et d'intégrer les données (dictionnaire de données, mapping, dictionnaire de terminologies propriétaures, jeu d'échantillons)","","","","","","","","","",,,,,"",,,,"pdlgc-documentation.documents",1,*,"",""
